"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu May 30 00:24:58 CST 2024","Thu May 30 00:24:59 CST 2024","1465","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait7[7]",""
"passed","Thu May 30 00:25:10 CST 2024","Thu May 30 00:25:13 CST 2024","2428","test_case","test_title","TestMainPage","","","标题2","用例描述1"
"passed","Thu May 30 00:24:22 CST 2024","Thu May 30 00:24:23 CST 2024","851","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_fanyi[22]",""
"passed","Thu May 30 00:24:19 CST 2024","Thu May 30 00:24:20 CST 2024","806","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_fanyi[25]",""
"failed","Thu May 30 00:25:14 CST 2024","Thu May 30 00:25:40 CST 2024","25210","test_case","test_title","TestMainPage","","","test_func4",""
"passed","Thu May 30 00:24:15 CST 2024","Thu May 30 00:24:17 CST 2024","2343","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_fanyi[23]",""
"passed","Thu May 30 00:24:25 CST 2024","Thu May 30 00:24:27 CST 2024","2389","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait",""
"passed","Thu May 30 00:24:34 CST 2024","Thu May 30 00:24:36 CST 2024","2008","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait4",""
"passed","Thu May 30 00:24:38 CST 2024","Thu May 30 00:24:40 CST 2024","1562","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait6",""
"passed","Thu May 30 00:24:27 CST 2024","Thu May 30 00:24:28 CST 2024","968","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_fanyi1",""
"failed","Thu May 30 00:24:53 CST 2024","Thu May 30 00:24:55 CST 2024","1729","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait7[6]",""
"passed","Thu May 30 00:25:08 CST 2024","Thu May 30 00:25:09 CST 2024","1235","test_case","test_ml","","","","test_multithreading[4]",""
"passed","Thu May 30 00:24:36 CST 2024","Thu May 30 00:24:38 CST 2024","2477","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait5",""
"passed","Thu May 30 00:25:10 CST 2024","Thu May 30 00:25:10 CST 2024","473","test_case","test_ml","","","","test_multithreading[9]",""
"failed","Thu May 30 00:24:58 CST 2024","Thu May 30 00:25:00 CST 2024","1327","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait7[9]",""
"passed","Thu May 30 00:24:17 CST 2024","Thu May 30 00:24:18 CST 2024","1047","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_search111111111111111111",""
"failed","Thu May 30 00:25:02 CST 2024","Thu May 30 00:25:04 CST 2024","1520","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait7[10]",""
"passed","Thu May 30 00:24:21 CST 2024","Thu May 30 00:24:22 CST 2024","1128","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_fanyi[21]",""
"passed","Thu May 30 00:25:07 CST 2024","Thu May 30 00:25:08 CST 2024","1513","test_case","test_ml","","","","test_multithreading[3]",""
"failed","Thu May 30 00:24:50 CST 2024","Thu May 30 00:24:51 CST 2024","1657","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait7[3]",""
"passed","Thu May 30 00:24:25 CST 2024","Thu May 30 00:24:28 CST 2024","2591","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait1",""
"failed","Thu May 30 00:24:45 CST 2024","Thu May 30 00:24:47 CST 2024","1815","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait7[2]",""
"passed","Thu May 30 00:24:28 CST 2024","Thu May 30 00:24:31 CST 2024","2899","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait2",""
"passed","Thu May 30 00:24:20 CST 2024","Thu May 30 00:24:20 CST 2024","790","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_fanyi[20]",""
"passed","Thu May 30 00:25:13 CST 2024","Thu May 30 00:25:14 CST 2024","1542","test_case","test_title","TestMainPage","","","test_func3",""
